ticker,source,text,published_at,trading_day
XOM,gdelt,Halliburton denies it vying for Exxon stake in Iraq field,20211215T200000Z,2021-12-16
HAL,gdelt,Halliburton denies it vying for Exxon stake in Iraq field,20211215T200000Z,2021-12-16
XOM,gdelt,Halliburton Denies It Vying for Exxon Stake in Iraq Field,20211213T183000Z,2021-12-14
HAL,gdelt,Halliburton Denies It Vying for Exxon Stake in Iraq Field,20211213T183000Z,2021-12-14
HAL,gdelt,U . S . Shale Patch Reports Blowout Earnings,20211106T234500Z,2021-11-07
CVX,gdelt,Chevron sets net zero emission aspirations,20211011T200000Z,2021-10-12
CVX,gdelt,U . S . Treasury extends license for Chevron to wind down Venezuela operations,20211124T180000Z,2021-11-25
HAL,gdelt,Permian continues to account for about half nation rigs,20211016T060000Z,2021-10-16
XOM,gdelt,Halliburton in talks to purchase Iraq oil field stake from Exxon,20211213T134500Z,2021-12-13
HAL,gdelt,Halliburton in talks to purchase Iraq oil field stake from Exxon,20211213T134500Z,2021-12-13
XOM,gdelt,"Iraq Says Halliburton , Exxon in Talks for Stake in Oil Field",20211213T161500Z,2021-12-14
HAL,gdelt,"Iraq Says Halliburton , Exxon in Talks for Stake in Oil Field",20211213T161500Z,2021-12-14
OXY,gdelt,SEC Decision Will Strengthen Investor Proxy Action on Companie Climate Targets,20211105T211500Z,2021-11-06
XOM,gdelt,Halliburton denies it vying for Exxon stake in Iraq field,20211213T230000Z,2021-12-14
HAL,gdelt,Halliburton denies it vying for Exxon stake in Iraq field,20211213T230000Z,2021-12-14
CVX,gdelt,Chevron adopts operational net zero aspiration by 2050,20211012T084500Z,2021-10-12
XOM,gdelt,"Exxon , Halliburton in talks for Iraq West Qurna - 1 oilfield , says energy minister",20211214T001500Z,2021-12-14
HAL,gdelt,"Exxon , Halliburton in talks for Iraq West Qurna - 1 oilfield , says energy minister",20211214T001500Z,2021-12-14
XOM,gdelt,"Exxon , Halliburton in talks for Iraq West Qurna - 1 oilfield , says energy minister",20211213T154500Z,2021-12-13
HAL,gdelt,"Exxon , Halliburton in talks for Iraq West Qurna - 1 oilfield , says energy minister",20211213T154500Z,2021-12-13
XOM,gdelt,Halliburton says it isnt interested in Exxon Iraq oilfield stake,20211213T191500Z,2021-12-14
HAL,gdelt,Halliburton says it isnt interested in Exxon Iraq oilfield stake,20211213T191500Z,2021-12-14
COP,gdelt,COP 3 Top Oil Gas Stocks Yielding More Than 2 . 5,20211229T231500Z,2021-12-30
HAL,gdelt,Powder River Basin shale output estimated to surpass pre - pandemic levels by 2022,20211020T160000Z,2021-10-21
CVX,gdelt,Chevron Net - Zero Goal Occidental Ghana Sale Dominate Oil Gas Stock Roundup,20211020T123000Z,2021-10-20
OXY,gdelt,Chevron Net - Zero Goal Occidental Ghana Sale Dominate Oil Gas Stock Roundup,20211020T123000Z,2021-10-20
COP,gdelt,"The Zacks Analyst Blog Highlights Devon Energy , ConocoPhillips , Hewlett Packard , Tyson Foods and Occidental Petroleum",20211209T150000Z,2021-12-09
OXY,gdelt,"The Zacks Analyst Blog Highlights Devon Energy , ConocoPhillips , Hewlett Packard , Tyson Foods and Occidental Petroleum",20211209T150000Z,2021-12-09
DVN,gdelt,"The Zacks Analyst Blog Highlights Devon Energy , ConocoPhillips , Hewlett Packard , Tyson Foods and Occidental Petroleum",20211209T150000Z,2021-12-09
COP,gdelt,"ConocoPhillips Ups Capex 36 for 2022 , but Treads Carefully on Big Projects",20211207T090000Z,2021-12-07
CVX,gdelt,"Chevron Plots Billion in 22 Capex as it Juggles Drilling , Carbon - Reduction Plans",20211203T091500Z,2021-12-03
CVX,gdelt,Chevron Venezuelan Operations Kept in Limbo After Maduro Win,20211125T033000Z,2021-11-25
CVX,gdelt,Chevron Venezuela Operations in Limbo,20211125T121500Z,2021-11-25
COP,gdelt,Why is it Worth Buying ConocoPhillips COP Shares Right Away,20211216T150000Z,2021-12-16
XOM,gdelt,"Halliburton in Talks With Exxon Over Stake in Iraqi Oil Field , Says Minister",20211213T133000Z,2021-12-13
HAL,gdelt,"Halliburton in Talks With Exxon Over Stake in Iraqi Oil Field , Says Minister",20211213T133000Z,2021-12-13
HAL,gdelt,"American Airlines , Halliburton , Moderna Rise Premarket Merck Falls By Investing . com",20211129T134500Z,2021-11-29
XOM,gdelt,Exxon Stock Is XOM Stock A Sell Despite Q2 Earnings Beat As Stock Falls ?,20211026T191500Z,2021-10-27
XOM,gdelt,"Insights on the Oil and Gas Global Market to 2025 - Featuring Exxon Mobil , BP and Vermillion Energy Among Others - ResearchAndMarkets . com",20211022T151500Z,2021-10-22
XOM,gdelt,"Chevron , Exxon are among top spenders at Biden offshore auction",20211118T053000Z,2021-11-18
CVX,gdelt,"Chevron , Exxon are among top spenders at Biden offshore auction",20211118T053000Z,2021-11-18
XOM,gdelt,Halliburton proposed to purchase ExxonMobil stake in Iraq West Qurna 1 oilfield,20211201T141500Z,2021-12-01
HAL,gdelt,Halliburton proposed to purchase ExxonMobil stake in Iraq West Qurna 1 oilfield,20211201T141500Z,2021-12-01
XOM,gdelt,Halliburton denies buying Exxon Mobil stake in Iraq West Qurna 1 oilfield,20211201T201500Z,2021-12-02
HAL,gdelt,Halliburton denies buying Exxon Mobil stake in Iraq West Qurna 1 oilfield,20211201T201500Z,2021-12-02
XOM,gdelt,"Chevron , Exxon Among Top Spenders At Biden Offshore",20211118T133000Z,2021-11-18
CVX,gdelt,"Chevron , Exxon Among Top Spenders At Biden Offshore",20211118T133000Z,2021-11-18
XOM,gdelt,Halliburton Bandied About as Exxon Replacement in Iraqi Oilfield,20211101T164500Z,2021-11-02
HAL,gdelt,Halliburton Bandied About as Exxon Replacement in Iraqi Oilfield,20211101T164500Z,2021-11-02
OXY,gdelt,Occidental OXY Q3 Earnings and Revenues Surpass Estimates,20211105T170000Z,2021-11-06
SLB,gdelt,Schlumberger Stock Shows Improved Relative Price Strength,20211217T181500Z,2021-12-18
XOM,gdelt,"Ro Khanna Wife Invests in Chevron , Exxon Stock While He Advocates Green New Deal",20211008T141500Z,2021-10-08
CVX,gdelt,"Ro Khanna Wife Invests in Chevron , Exxon Stock While He Advocates Green New Deal",20211008T141500Z,2021-10-08
XOM,gdelt,"Chevron or Exxon , Which Should Dividend Investors Own Today ?",20211002T143000Z,2021-10-02
CVX,gdelt,"Chevron or Exxon , Which Should Dividend Investors Own Today ?",20211002T143000Z,2021-10-02
SLB,gdelt,Halliburton and Schlumberger set to win Buzios well service contracts,20211026T154500Z,2021-10-26
HAL,gdelt,Halliburton and Schlumberger set to win Buzios well service contracts,20211026T154500Z,2021-10-26
HAL,gdelt,"Oilfield Service Providers Halliburton , Rivals Report Earnings Amid Rising Oil Prices",20211018T213000Z,2021-10-19
XOM,gdelt,Exxon Pledges Plan to Zero Out Emissions From Operations by 2050,20220118T151500Z,2022-01-18
COP,gdelt,Here Why ConocoPhillips COP is an Attractive Investment Bet,20220315T160000Z,2022-03-16
XOM,gdelt,Exxon joins Chevron in Permian oil surge as peers preach caution,20220202T041500Z,2022-02-02
CVX,gdelt,Exxon joins Chevron in Permian oil surge as peers preach caution,20220202T041500Z,2022-02-02
CVX,gdelt,"With Chevron Stock Near Record Highs , Analysts Are Divided",20220131T173000Z,2022-02-01
EOG,gdelt,"EOG , Devon hold thousands of untapped oil drilling permits - Bloomberg NYSE EOG",20220309T041500Z,2022-03-09
DVN,gdelt,"EOG , Devon hold thousands of untapped oil drilling permits - Bloomberg NYSE EOG",20220309T041500Z,2022-03-09
XOM,gdelt,Exxon Joins Chevron in Permian Oil Surge as Peers Preach Caution,20220201T224500Z,2022-02-02
CVX,gdelt,Exxon Joins Chevron in Permian Oil Surge as Peers Preach Caution,20220201T224500Z,2022-02-02
HAL,gdelt,Halliburton lifts payout for the first time in more than 7 years,20220124T220000Z,2022-01-25
PXD,gdelt,Pioneer Pledges to Hold U . S . Shale Output Near Flat in 2022,20220216T234500Z,2022-02-17
HAL,gdelt,Pioneer Pledges to Hold U . S . Shale Output Near Flat in 2022,20220216T234500Z,2022-02-17
XOM,gdelt,Exxon joins Chevron in Permian oil surge as peers preach caution,20220202T211500Z,2022-02-03
CVX,gdelt,Exxon joins Chevron in Permian oil surge as peers preach caution,20220202T211500Z,2022-02-03
HAL,gdelt,Halliburton lifts dividend for first time in over seven years,20220124T220000Z,2022-01-25
COP,gdelt,"1 Stock To Buy , 1 To Dump When Markets Open ConocoPhillips , KB Home",20220327T141500Z,2022-03-27
HAL,gdelt,"Energy stocks fall , led by Halliburton , as crude oil futures set to snap longest win streak in 10 months",20211231T131500Z,2021-12-31
XOM,gdelt,"Exxon , Chevron Promise Boost To Permian Basin Oil Production",20220201T210000Z,2022-02-02
CVX,gdelt,"Exxon , Chevron Promise Boost To Permian Basin Oil Production",20220201T210000Z,2022-02-02
HAL,gdelt,"US oil mini - major emerge from shale patch deals , soaring energy prices By Reuters",20220315T174500Z,2022-03-16
HAL,gdelt,High Oil Prices Arent Enough To Tempt Shale Producers,20220302T001500Z,2022-03-02
HAL,gdelt,"U . S . oil mini - major emerge from shale patch deals , soaring energy prices",20220315T183000Z,2022-03-16
HAL,gdelt,Running Out Of Sweet Spots Shale Growth May Not Materialize,20220208T191500Z,2022-02-09
HAL,gdelt,Halliburton sees frac equipment orders double as shale rebounds,20220125T191500Z,2022-01-26
HAL,gdelt,Running Out Of Sweet Spots Shale Growth May Not Materialize,20220208T010000Z,2022-02-08
HAL,gdelt,"Canada , US , and China Shale Gas Hydraulic Fracturing Market surpassing around 48 , 814 . 70 units by 2027 - Comprehensive Research Report by FMI",20220119T053000Z,2022-01-19
HAL,gdelt,"U . S . oil mini - major emerge from shale patch deals , soaring energy prices Hellenic Shipping News Worldwide",20220316T161500Z,2022-03-17
SLB,gdelt,Protesters call on Schlumberger to stop business with Russia,20220303T193000Z,2022-03-04
EOG,gdelt,Benchmark Prices To Assist EOG Resources Stock In The Near - Term,20220202T111500Z,2022-02-02
XOM,gdelt,"Amazon , AMD , Alphabet , Exxon Mobil , General Motors , and Other Stocks to Watch This Week",20220131T021500Z,2022-01-31
XOM,gdelt,"Amazon , AMD , Alphabet , Exxon Mobil , General Motors , and Other Stocks for Investors to Watch This Week",20220130T211500Z,2022-01-31
XOM,gdelt,ExxonMobil Running Pilot Project to Supply Flared Gas for Bitcoin Mining Report,20220324T200000Z,2022-03-25
HAL,gdelt,Halliburton stops new business in Russia and commits to wind - down,20220321T164500Z,2022-03-22
CVX,gdelt,"Chevron stock is now a relative sell after too much outperformance , analyst says",20220311T150000Z,2022-03-11
EOG,gdelt,EOG Resources Stock Is A Good Addition To Energy Portfolio,20220105T150000Z,2022-01-05
CVX,gdelt,Chevron to Boost Permian Output 10 Percent,20220131T163000Z,2022-02-01
HAL,gdelt,EOG Holds Back Oil - Production Growth in Line With Shale Peers,20220224T231500Z,2022-02-25
EOG,gdelt,EOG Holds Back Oil - Production Growth in Line With Shale Peers,20220224T231500Z,2022-02-25
CVX,gdelt,Chevron to Boost Permian Output 10 in Major Lift for U . S . Shale,20220128T193000Z,2022-01-29
HAL,gdelt,Chevron to Boost Permian Output 10 in Major Lift for U . S . Shale,20220128T193000Z,2022-01-29
CVX,gdelt,Chevron to boost Permian output 10 in major lift for U . S . shale,20220129T031500Z,2022-01-29
HAL,gdelt,Chevron to boost Permian output 10 in major lift for U . S . shale,20220129T031500Z,2022-01-29
SLB,gdelt,Oilfield services company Schlumberger suspends new investment in Russia,20220319T133000Z,2022-03-19
XOM,gdelt,"CapitalGainsReport Energy Sector Outperforms As XOM , CVX Overpay Dividends And Independents Like AGYP Focus On Oil Exploration And Production",20220131T103000Z,2022-01-31
CVX,gdelt,"CapitalGainsReport Energy Sector Outperforms As XOM , CVX Overpay Dividends And Independents Like AGYP Focus On Oil Exploration And Production",20220131T103000Z,2022-01-31
HAL,gdelt,American Shale Springs Into Action To Tame Runaway Oil Market,20220210T224500Z,2022-02-11
SLB,gdelt,"Halliburton , Schlumberger draw back from Russia amid U . S . energy sanctions",20220319T200000Z,2022-03-20
HAL,gdelt,"Halliburton , Schlumberger draw back from Russia amid U . S . energy sanctions",20220319T200000Z,2022-03-20
SLB,gdelt,"Halliburton , Schlumberger draw back from Russia amid U . S . energy sanctions",20220319T061500Z,2022-03-19
HAL,gdelt,"Halliburton , Schlumberger draw back from Russia amid U . S . energy sanctions",20220319T061500Z,2022-03-19
XOM,gdelt,"Carbon Dioxide Enhanced Oil Recovery Market 2022 Growth Analysis , Industry Dynamics 2026 Total SE , Exxon Mobil Corporation , China Petroleum and Chemical Corporation , BP plc and Royal Dutch Shell The Tech Talk",20220206T230000Z,2022-02-07
XOM,gdelt,Exxon vows to have net - zero carbon emissions from operations by 2050,20220118T211500Z,2022-01-19
COP,gdelt,"U . S . Shale Surge Should Worry Oil Markets , Conoco CEO Says",20220203T200000Z,2022-02-04
HAL,gdelt,"U . S . Shale Surge Should Worry Oil Markets , Conoco CEO Says",20220203T200000Z,2022-02-04
XOM,gdelt,Exxon Aims For Net - Zero Carbon Emissions By 2050,20220119T203000Z,2022-01-20
XOM,gdelt,ExxonMobil Makes Pledge for Net Zero GHG Emissions by 2050,20220118T210000Z,2022-01-19
HAL,gdelt,Halliburton winding down Russian operations,20220318T220000Z,2022-03-19
XOM,gdelt,Exxon vows to have net - zero CO2 emissions from operations by 2050,20220118T194500Z,2022-01-19
OXY,gdelt,Warren Buffett Bought 12 . 7 of Occidental Petroleum Stock . Will He Buy the Rest ?,20220314T071500Z,2022-03-14
OXY,gdelt,Warren Buffett a Big Chunk of Occidental Petroleum Stock . Will He Buy the Rest ?,20220314T120000Z,2022-03-14
XOM,gdelt,"White House to Meet With Exxon , Other Firms on Russia Sanctions",20220321T044500Z,2022-03-21
HAL,gdelt,Shale CEO Sees Oil Demand Wrecked at - CERAWeek Update,20220309T180000Z,2022-03-10
CVX,gdelt,"Devon , Chevron work to cut air pollution in Permian Basin operations",20220311T141500Z,2022-03-11
DVN,gdelt,"Devon , Chevron work to cut air pollution in Permian Basin operations",20220311T141500Z,2022-03-11
COP,gdelt,ConocoPhillips Is Concerned U . S . Oil Output Is Growing Too Fast,20220203T184500Z,2022-02-04
SLB,gdelt,Schlumberger Announces Deployment of Reservoir Engineering Digital Solutions for Global Customer,20220307T150000Z,2022-03-07
SLB,gdelt,Schlumberger Announces Deployment of Reservoir Engineering Digital Solutions for Global Customer,20220307T194500Z,2022-03-08
XOM,gdelt,Exxon Vows to Have Net - Zero Carbon Emissions by 2050,20220119T003000Z,2022-01-19
CVX,gdelt,Chevron Lands on a Surprising List of Stocks,20220623T000000Z,2022-06-23
HAL,gdelt,US Shale Swings From Losses To Record Cash Flows,20220509T181500Z,2022-05-10
DVN,gdelt,Top oil execs refuse House committee request to testify on high prices NYSE DVN,20220331T061500Z,2022-03-31
HAL,gdelt,U . S . Shale Swings From Losses To Record Cash Flows,20220509T004500Z,2022-05-09
XOM,gdelt,"Exxon , Chevron , and Other U . S . Energy Producers Are Exercising Restraint",20220509T180000Z,2022-05-10
CVX,gdelt,"Exxon , Chevron , and Other U . S . Energy Producers Are Exercising Restraint",20220509T180000Z,2022-05-10
XOM,gdelt,Exxon Makes Goldman List of Top Oil Stocks,20220425T221500Z,2022-04-26
OXY,gdelt,"1 Stock To Buy , 1 To Dump When Markets Open Occidental Petroleum , Roblox",20220508T164500Z,2022-05-09
CVX,gdelt,Warren Buffett Just Bought More Chevron Stock Here Are 3 More Oil Stocks to Consider,20220507T140000Z,2022-05-07
CVX,gdelt,Warren Buffett Just Bought More Chevron Stock Here Are 3 More Oil Stocks to Consider,20220507T171500Z,2022-05-08
XOM,gdelt,"From XOM to CVX 5 top performing stocks in Q1 , FY22",20220402T044500Z,2022-04-02
CVX,gdelt,"From XOM to CVX 5 top performing stocks in Q1 , FY22",20220402T044500Z,2022-04-02
CVX,gdelt,"Russian oil output faces long - term decline as Western firms exit , Chevron CEO says",20220605T120000Z,2022-06-05
HAL,gdelt,Shale Producers Court European Buyers in Bid for Key LNG Market,20220408T034500Z,2022-04-08
XOM,gdelt,"Exxon , Chevron Shareholders Back Energy Transition",20220526T081500Z,2022-05-26
CVX,gdelt,"Exxon , Chevron Shareholders Back Energy Transition",20220526T081500Z,2022-05-26
XOM,gdelt,"The Zacks Analyst Blog Highlights Exxon Mobil , Chevron , Devon Energy , ConocoPhillips and Marathon Oil",20220424T021500Z,2022-04-24
CVX,gdelt,"The Zacks Analyst Blog Highlights Exxon Mobil , Chevron , Devon Energy , ConocoPhillips and Marathon Oil",20220424T021500Z,2022-04-24
COP,gdelt,"The Zacks Analyst Blog Highlights Exxon Mobil , Chevron , Devon Energy , ConocoPhillips and Marathon Oil",20220424T021500Z,2022-04-24
DVN,gdelt,"The Zacks Analyst Blog Highlights Exxon Mobil , Chevron , Devon Energy , ConocoPhillips and Marathon Oil",20220424T021500Z,2022-04-24
XOM,gdelt,"Oil stocks enjoy broad rally as crude prices jump , with Exxon Mobil at an 8 - year high and Chevron at a record",20220531T113000Z,2022-05-31
CVX,gdelt,"Oil stocks enjoy broad rally as crude prices jump , with Exxon Mobil at an 8 - year high and Chevron at a record",20220531T113000Z,2022-05-31
XOM,gdelt,Exxon Passes Mark For First Time Since 2014,20220608T173000Z,2022-06-09
COP,gdelt,ConocoPhillips reports . 8 billion in first quarter profits,20220505T160000Z,2022-05-06
COP,gdelt,ConocoPhillips reports . 8 billion in first quarter profits,20220505T121500Z,2022-05-05
HAL,gdelt,Shale producers court European buyers in bid for key LNG market,20220411T191500Z,2022-04-12
CVX,gdelt,Chevron Venezuela license renewed under same restrictions NYSE CVX,20220527T173000Z,2022-05-28
DVN,gdelt,Devon Energy Stock An Undervalued Energy Player NYSE DVN,20220403T201500Z,2022-04-04
HAL,gdelt,Asphalt Market Size to Grow by USD 32 . 89 mn BP Plc and CEMEX SAB de CV Among Key Vendors,20220512T150000Z,2022-05-12
OXY,gdelt,"Occidental , Devon , and 7 Other Energy Stocks That Look Particularly Cheap",20220429T071500Z,2022-04-29
DVN,gdelt,"Occidental , Devon , and 7 Other Energy Stocks That Look Particularly Cheap",20220429T071500Z,2022-04-29
XOM,gdelt,It Exxon vs Chevron Here How Investors Can Play Them,20220608T153000Z,2022-06-08
CVX,gdelt,It Exxon vs Chevron Here How Investors Can Play Them,20220608T153000Z,2022-06-08
XOM,gdelt,Oil majors Exxon and Chevron yield hefty profits despite a world of chaos,20220430T100000Z,2022-04-30
CVX,gdelt,Oil majors Exxon and Chevron yield hefty profits despite a world of chaos,20220430T100000Z,2022-04-30
